model,eval,rung,train,method,family,prr_mean,prr_std,n_seeds,degenerate_seeds,source,method_cells,complete_grid
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,uniform,this project,0.2867,0.0994,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,attention,this project,0.3096,0.1088,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_norm,this project,0.1671,0.0148,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink1_5,this project,0.2414,0.0401,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,wmsp_shrink2,this project,0.2709,0.043,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,0.2639,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,-0.0862,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,DiffTask-long,pubmed_qa:360+med_quad:360+expertqa:360+asqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,0.3501,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,floor_sum,reference baseline,-0.1211,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,floor_ppl,reference baseline,0.3171,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,floor_min,reference baseline,0.0695,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,fair_floor,reference baseline,0.0695,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,saplma,reference baseline,0.1767,0.0412,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,uniform,this project,0.2606,0.0634,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,attention,this project,0.1366,0.0275,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,wmsp_norm,this project,0.2259,0.0259,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink1_5,this project,0.27,0.0291,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,wmsp_shrink2,this project,0.331,0.0091,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,0.316,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,0.0665,,3,,corrected-span master,40,yes
google/gemma-2-9b,samsum,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+expertqa:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,0.1287,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_sum,reference baseline,0.3567,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_ppl,reference baseline,0.1442,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_min,reference baseline,0.4039,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,fair_floor,reference baseline,0.4039,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,saplma,reference baseline,0.1009,0.1353,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,uniform,this project,-0.0588,0.1601,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,attention,this project,0.0483,0.157,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_norm,this project,0.0552,0.054,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_shrink1_5,this project,0.1596,0.1293,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_shrink2,this project,0.1395,0.1288,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_fairfloor,verdict,-0.2135,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_bestpooler,verdict,0.1217,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:attention_vs_fairfloor,verdict,-0.3352,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,floor_sum,reference baseline,0.3567,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,floor_ppl,reference baseline,0.1442,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,floor_min,reference baseline,0.4039,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,fair_floor,reference baseline,0.4039,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,saplma,reference baseline,0.2859,0.0437,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,uniform,this project,0.2429,0.0342,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,attention,this project,0.3114,0.0179,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,wmsp_norm,this project,0.1249,0.0415,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,wmsp_shrink1_5,this project,0.2118,0.0532,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,wmsp_shrink2,this project,0.2203,0.0492,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,-0.1573,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,-0.1301,,3,,corrected-span master,40,yes
google/gemma-2-9b,expertqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+asqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,-0.0272,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,floor_sum,reference baseline,0.1775,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,floor_ppl,reference baseline,0.1707,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,floor_min,reference baseline,0.1036,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,fair_floor,reference baseline,0.1036,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,saplma,reference baseline,0.2847,0.0168,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,uniform,this project,0.2246,0.0232,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,attention,this project,0.2095,0.0113,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,wmsp_norm,this project,0.0948,0.0521,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,wmsp_shrink1_5,this project,0.1363,0.0136,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,wmsp_shrink2,this project,0.1568,0.0201,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,VERDICT:bestw_vs_fairfloor,verdict,0.0569,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,VERDICT:bestw_vs_bestpooler,verdict,-0.0776,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,SameTask-long,pubmed_qa:900+med_quad:900,VERDICT:attention_vs_fairfloor,verdict,0.1641,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,floor_sum,reference baseline,0.1775,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,floor_ppl,reference baseline,0.1707,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,floor_min,reference baseline,0.1036,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,fair_floor,reference baseline,0.1036,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,saplma,reference baseline,0.2055,0.0311,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,uniform,this project,0.1401,0.0381,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,attention,this project,0.0789,0.0598,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,wmsp_norm,this project,0.1022,0.0636,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,wmsp_shrink1_5,this project,0.1953,0.0258,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,wmsp_shrink2,this project,0.1887,0.0227,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,VERDICT:bestw_vs_fairfloor,verdict,0.1143,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,VERDICT:bestw_vs_bestpooler,verdict,0.0842,,3,,corrected-span master,40,yes
google/gemma-2-9b,asqa,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+factscore:257,VERDICT:attention_vs_fairfloor,verdict,-0.0021,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_sum,reference baseline,0.3178,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_ppl,reference baseline,0.511,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,floor_min,reference baseline,0.3125,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,fair_floor,reference baseline,0.3125,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,saplma,reference baseline,0.3901,0.0648,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,uniform,this project,0.3723,0.0638,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,attention,this project,0.3722,0.0343,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_norm,this project,0.1627,0.0687,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_shrink1_5,this project,0.4922,0.0604,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,wmsp_shrink2,this project,0.5376,0.0641,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_fairfloor,verdict,0.2905,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:bestw_vs_bestpooler,verdict,0.1661,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,DiffTask-long,pubmed_qa:300+xsum:300+cnn_dailymail:300+med_quad:300+samsum:300+asqa:300,VERDICT:attention_vs_fairfloor,verdict,0.1629,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_sum,reference baseline,0.3178,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_ppl,reference baseline,0.511,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,floor_min,reference baseline,0.3125,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,fair_floor,reference baseline,0.3125,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,saplma,reference baseline,0.178,0.0695,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,uniform,this project,0.3102,0.0631,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,attention,this project,0.2865,0.0514,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_norm,this project,0.1914,0.0998,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink1_5,this project,0.4013,0.0736,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,wmsp_shrink2,this project,0.3761,0.0367,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:bestw_vs_fairfloor,verdict,0.1165,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:bestw_vs_bestpooler,verdict,0.0474,,3,,corrected-span master,40,yes
google/gemma-2-9b,factscore,LOO-long,pubmed_qa:257+xsum:257+cnn_dailymail:257+med_quad:257+samsum:257+expertqa:257+asqa:257,VERDICT:attention_vs_fairfloor,verdict,0.0327,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,floor_sum,reference baseline,0.3696,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,floor_ppl,reference baseline,-0.1636,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,floor_min,reference baseline,0.4075,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,fair_floor,reference baseline,0.4075,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,saplma,reference baseline,0.7308,0.0062,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,uniform,this project,0.6998,0.0105,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,attention,this project,0.6773,0.0057,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,wmsp_norm,this project,0.4493,0.0222,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink1_5,this project,0.5349,0.0022,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,wmsp_shrink2,this project,0.5372,0.0116,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,VERDICT:bestw_vs_fairfloor,verdict,0.1459,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,VERDICT:bestw_vs_bestpooler,verdict,-0.151,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,ID,pubmed_qa:1800,VERDICT:attention_vs_fairfloor,verdict,0.2883,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_sum,reference baseline,0.3696,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_ppl,reference baseline,-0.1636,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,floor_min,reference baseline,0.4075,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,fair_floor,reference baseline,0.4075,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,saplma,reference baseline,0.1906,0.0915,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,uniform,this project,-0.0153,0.1842,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,attention,this project,0.0406,0.163,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_norm,this project,-0.3169,0.2746,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink1_5,this project,-0.0419,0.1031,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,wmsp_shrink2,this project,-0.0003,0.0932,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_fairfloor,verdict,-0.3746,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:bestw_vs_bestpooler,verdict,-0.0294,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,DiffTask-long,xsum:360+cnn_dailymail:360+samsum:360+expertqa:360+factscore:360,VERDICT:attention_vs_fairfloor,verdict,-0.3452,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,floor_sum,reference baseline,0.3696,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,floor_ppl,reference baseline,-0.1636,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,floor_min,reference baseline,0.4075,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,fair_floor,reference baseline,0.4075,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,saplma,reference baseline,0.2129,0.0345,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,uniform,this project,0.111,0.0123,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,attention,this project,0.0413,0.0083,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_norm,this project,0.1281,0.0369,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink1_5,this project,0.0533,0.0131,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,wmsp_shrink2,this project,0.066,0.0206,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_fairfloor,verdict,-0.2783,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:bestw_vs_bestpooler,verdict,0.0165,,3,,corrected-span master,40,yes
google/gemma-2-9b,pubmed_qa,1ds-Diff-long,xsum:1800,VERDICT:attention_vs_fairfloor,verdict,-0.3648,,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,floor_sum,reference baseline,-0.2129,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,floor_ppl,reference baseline,-0.2128,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,floor_min,reference baseline,-0.037,0.0,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,fair_floor,reference baseline,-0.037,0.0,0,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,saplma,reference baseline,0.5065,0.0084,3,,corrected-span master,40,yes
google/gemma-2-9b,xsum,ID,xsum:1800,uniform,this project,0.427,0.0066,3,,corrected-span master,40,yes
